age,gender,cancelled_trips,days_since_last_trip,churned,signup_channel,income_level,payment_method,device_type,total_cancelled_trips,net_platform_revenue,avg_duration_min,promo_used_avg,total_promo_cost,avg_discount_value,avg_driver_burden,driver_borne_total,driver_burden_ratio,promo_used_rate,promo_dependency,revenue_quartile,promo_intensity_q,signup_month,last_trip_month,is_inactive_20d,is_inactive_30d,recency_bucket,is_high_value,high_value_and_inactive,low_engagement_and_recent,usage_intensity_score,segment
28,Female,2,6,0,Organic,medium,Debit Card,Web,6,137.7,24.846666666666664,0.2222222222222222,74.58,12.872857142857145,2.2185714285714284,2.4200000000000017,0.0314285714285714,0.1555555555555555,1,Q3,High,2025-04,2025-12,0,0,Recent,0,0,1,0.3060897435897436,4
67,Male,2,17,0,Referral,medium,Digital Wallet,Android,9,100.72,27.944736842105264,0.1578947368421052,75.71000000000001,14.863333333333337,2.245,0.0,0.0,0.1578947368421052,1,Q2,High,2024-01,2025-12,0,0,Mid-Inactive,0,0,0,0.42895299145299143,4
22,Male,0,37,0,Ads,medium,Cash,Android,4,91.78,22.7,0.1515151515151515,26.03,11.323333333333332,2.646666666666666,5.26,0.1681048258229466,0.0909090909090909,1,Q2,Mid-High,2025-02,2025-12,1,1,Inactive,0,0,0,0.4284188034188034,0
27,Female,5,1,0,Ads,low,Digital Wallet,Web,5,109.44,24.661363636363635,0.0909090909090909,9.6,3.376666666666667,0.1766666666666669,0.33,0.0332326283987915,0.0681818181818181,0,Q2,Mid-Low,2024-05,2025-12,0,0,Recent,0,0,1,0.517094017094017,2
45,Other,2,1,0,Organic,medium,Debit Card,iOS,9,95.82,23.575000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Q2,Low,2025-09,2025-12,0,0,Recent,0,0,1,0.28846153846153844,2
49,Male,6,22,0,Referral,medium,Debit Card,Web,6,113.16,23.152380952380952,0.2142857142857142,53.16,13.36,2.728,1.5500000000000005,0.0283312008773533,0.119047619047619,1,Q2,High,2023-05,2025-11,1,0,Mid-Inactive,0,0,0,0.3210470085470085,4
68,Other,5,18,0,Referral,medium,Cash,Android,8,163.68,26.490384615384617,0.1346153846153846,33.02,11.0675,2.8125,0.0,0.0,0.0769230769230769,0,Q3,Mid-Low,2023-11,2025-11,0,0,Mid-Inactive,0,0,0,0.6346153846153846,2
47,Other,2,12,0,Referral,medium,Credit Card,Web,7,70.83,28.515384615384612,0.2307692307692307,64.91,18.312,5.33,0.8000000000000007,0.0121747070461117,0.1923076923076923,1,Q1,High,2025-08,2025-12,0,0,Mid-Recent,0,0,1,0.32905982905982906,4
66,Female,2,15,0,Referral,medium,Digital Wallet,Android,4,94.59,25.37878787878788,0.0606060606060606,5.970000000000001,4.109999999999999,1.1249999999999998,1.87,0.2385204081632652,0.0606060606060606,0,Q2,Mid-Low,2024-10,2025-11,0,0,Mid-Inactive,0,0,0,0.5256410256410255,2
47,Male,2,30,0,Ads,medium,Credit Card,Web,4,152.8,24.03333333333333,0.119047619047619,25.1,10.92,2.553333333333333,0.0,0.0,0.0714285714285714,0,Q3,Mid-Low,2024-01,2025-12,1,1,Inactive,0,0,0,0.4391025641025641,0
58,Other,5,36,1,Ads,medium,Digital Wallet,iOS,6,83.4,26.135483870967743,0.0967741935483871,29.29,21.5,6.855,4.620000000000001,0.1362429961663226,0.064516129032258,0,Q1,Mid-Low,2023-04,2025-10,1,1,Inactive,0,0,0,0.4615384615384615,0
67,Other,4,4,0,Organic,medium,Cash,iOS,4,76.06,24.7,0.1428571428571428,21.77,8.24,0.983333333333333,2.640000000000001,0.1081523965587874,0.1071428571428571,1,Q1,Mid-High,2023-11,2025-11,0,0,Recent,0,0,1,0.2889957264957265,4
41,Female,1,12,1,Referral,high,Debit Card,Web,5,191.98,23.374418604651165,0.1627906976744186,45.86,11.616,2.444,5.49,0.1069133398247322,0.1162790697674418,1,Q4,Mid-High,2025-08,2025-12,0,0,Mid-Recent,1,0,1,0.26976495726495725,1
23,Other,0,15,0,Referral,high,Debit Card,iOS,8,199.7,28.155102040816324,0.2244897959183673,50.3,11.752,1.6919999999999995,0.5899999999999999,0.0115936333267832,0.1020408163265306,1,Q4,Mid-High,2024-07,2025-12,0,0,Mid-Inactive,1,0,0,0.5870726495726496,1
53,Male,5,8,0,Partnership,low,Debit Card,Web,3,99.69,25.194117647058825,0.1764705882352941,6.39,9.0,2.6100000000000003,0.0,0.0,0.0294117647058823,0,Q2,Low,2023-01,2025-11,0,0,Mid-Recent,0,0,1,0.35630341880341876,2
63,Female,1,78,0,Organic,medium,Cash,Web,0,128.93,25.202857142857145,0.1714285714285714,39.7,13.355,3.43,0.0,0.0,0.1142857142857142,1,Q3,Mid-High,2023-09,2025-11,1,1,Inactive,0,0,0,0.5133547008547008,0
25,Male,0,0,0,Referral,low,Digital Wallet,iOS,2,36.03,22.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Q1,Low,2024-12,2025-12,0,0,Recent,0,0,1,0.1752136752136752,2
53,Male,0,7,0,Referral,medium,Credit Card,Web,3,100.67,27.575,0.1875,43.64,11.2875,0.3774999999999998,1.2799999999999994,0.0284951024042742,0.125,1,Q2,High,2025-08,2025-12,0,0,Recent,0,0,1,0.35470085470085466,4
32,Male,9,6,0,Organic,high,Credit Card,Web,9,209.69,24.66296296296296,0.1851851851851851,80.3,14.86285714285714,3.391428571428572,6.11,0.07070940863326,0.1296296296296296,1,Q4,High,2025-09,2025-12,0,0,Recent,1,0,1,0.43482905982905984,1
35,Other,1,28,0,Ads,medium,Debit Card,Web,4,85.49,27.71333333333333,0.1333333333333333,25.7,11.586666666666666,3.02,1.93,0.0698516105682229,0.1,1,Q1,Mid-High,2024-08,2025-11,1,0,Inactive,0,0,0,0.42254273504273504,0
54,Female,0,39,0,Partnership,medium,Cash,iOS,5,121.89,23.468421052631577,0.1578947368421052,39.32,15.746666666666668,2.64,6.949999999999999,0.15020531661984,0.0789473684210526,0,Q3,Mid-Low,2023-03,2025-12,1,1,Inactive,0,0,0,0.5539529914529914,0
24,Other,0,19,0,Organic,high,Cash,Android,9,390.64,24.006593406593407,0.1538461538461538,135.19,16.67818181818182,4.388181818181819,0.0,0.0,0.1208791208791208,1,Q4,High,2023-02,2025-11,0,0,Mid-Inactive,1,0,0,0.4540598290598291,1
64,Male,2,4,0,Referral,low,Cash,Web,6,42.35,29.130000000000003,0.15,11.44,16.0,4.5600000000000005,5.51,0.3250737463126844,0.05,0,Q1,Low,2025-05,2025-12,0,0,Recent,0,0,1,0.3242521367521367,2
24,Male,7,3,0,Ads,medium,Cash,iOS,6,128.28,25.94285714285714,0.0952380952380952,42.870000000000005,13.3025,2.585,1.4800000000000004,0.0333709131905298,0.0952380952380952,1,Q3,Mid-High,2025-01,2025-12,0,0,Recent,0,0,1,0.3835470085470085,4
29,Female,6,17,0,Ads,low,Credit Card,Android,5,115.37,24.8936170212766,0.1702127659574468,31.61,9.1225,1.2200000000000002,4.640000000000001,0.128,0.0851063829787234,0,Q2,Mid-Low,2024-09,2025-12,0,0,Mid-Inactive,0,0,0,0.32852564102564097,2
24,Male,0,50,0,Referral,medium,Debit Card,iOS,6,42.59,24.575,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0,Q1,Low,2024-10,2025-12,1,1,Inactive,0,0,0,0.20619658119658119,0
49,Female,2,50,1,Partnership,low,Credit Card,iOS,2,57.010000000000005,25.86086956521739,0.1739130434782608,26.23,9.9225,3.365,0.7000000000000002,0.025993316004456,0.1739130434782608,1,Q1,High,2024-09,2025-12,1,1,Inactive,0,0,0,0.42735042735042733,0
18,Female,2,1,0,Partnership,low,Digital Wallet,Android,1,51.27,24.245454545454542,0.2727272727272727,16.1,7.8,-0.2500000000000002,0.9900000000000002,0.0579286132241076,0.0909090909090909,1,Q1,Mid-High,2024-04,2025-10,0,0,Recent,0,0,1,0.3814102564102564,4
60,Other,0,3,0,Ads,medium,Debit Card,Android,6,99.48,27.194285714285712,0.1142857142857142,40.0,11.44,1.4400000000000004,0.0,0.0,0.1142857142857142,1,Q2,Mid-High,2024-09,2025-11,0,0,Recent,0,0,1,0.22863247863247863,4
21,Other,3,5,0,Organic,medium,Credit Card,iOS,7,105.23,24.336111111111112,0.2222222222222222,53.79,13.024,2.265999999999999,3.7600000000000016,0.0653344917463076,0.1388888888888889,1,Q2,High,2025-11,2025-12,0,0,Recent,0,0,1,0.17735042735042733,4
48,Other,5,41,0,Referral,medium,Credit Card,iOS,9,114.28,23.86818181818182,0.0227272727272727,14.62,26.0,11.38,0.4399999999999999,0.0292164674634794,0.0227272727272727,0,Q2,Low,2024-11,2025-11,1,1,Inactive,0,0,0,0.579594017094017,0
56,Male,0,10,0,Partnership,high,Credit Card,Web,5,169.86,27.626829268292685,0.1707317073170731,3.26,3.18,-0.0799999999999996,0.0,0.0,0.024390243902439,0,Q4,Low,2024-01,2025-11,0,0,Mid-Recent,1,0,1,0.24038461538461536,2
55,Other,6,21,0,Referral,medium,Cash,Web,6,143.33,24.80444444444445,0.1111111111111111,42.55,13.295,2.6575,6.83,0.1383151073309032,0.0888888888888888,1,Q3,Mid-High,2023-01,2025-12,1,0,Mid-Inactive,0,0,0,0.5908119658119658,0
54,Other,4,14,0,Organic,medium,Debit Card,Web,2,103.16,26.450000000000003,0.0555555555555555,21.26,11.89,1.2599999999999991,9.96,0.319026265214606,0.0555555555555555,0,Q2,Low,2024-09,2025-12,0,0,Mid-Recent,0,0,1,0.39262820512820507,2
33,Female,5,67,0,Ads,medium,Digital Wallet,Android,5,79.23,30.353571428571428,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0,Q1,Low,2024-10,2025-10,1,1,Inactive,0,0,0,0.44871794871794873,0
66,Male,0,57,1,Partnership,medium,Credit Card,iOS,7,135.34,23.527083333333334,0.0833333333333333,35.54,12.486666666666666,0.6400000000000005,3.5500000000000007,0.0908160654898951,0.0625,0,Q3,Mid-Low,2024-08,2025-12,1,1,Inactive,0,0,0,0.27724358974358976,0
31,Other,4,8,0,Ads,medium,Digital Wallet,iOS,3,56.32,23.079166666666666,0.25,74.55,16.051666666666666,3.6266666666666665,1.3000000000000007,0.017139090309822,0.25,1,Q1,High,2024-11,2025-11,0,0,Mid-Recent,0,0,1,0.5010683760683761,4
41,Female,3,26,0,Partnership,medium,Digital Wallet,Web,2,93.17,26.76,0.08,9.15,12.28,3.129999999999999,3.710000000000001,0.2884914463452566,0.04,0,Q2,Low,2024-02,2025-11,1,0,Mid-Inactive,0,0,0,0.4567307692307692,2
18,Other,5,29,0,Referral,medium,Debit Card,Android,3,100.11,25.709090909090907,0.0606060606060606,15.17,29.0,13.83,5.83,0.2776190476190476,0.0303030303030303,0,Q2,Low,2024-12,2025-12,1,0,Inactive,0,0,0,0.5256410256410255,2
24,Other,2,7,1,Organic,high,Digital Wallet,Web,2,160.56,23.797222222222224,0.1388888888888889,15.64,9.745,1.925,4.719999999999999,0.2318271119842828,0.0555555555555555,0,Q3,Low,2023-11,2025-12,0,0,Recent,0,0,1,0.20512820512820512,2
63,Female,6,23,1,Organic,medium,Cash,Android,4,174.33,23.840740740740745,0.1481481481481481,48.42,12.606666666666667,4.536666666666666,1.7199999999999998,0.0343039489429597,0.1111111111111111,1,Q4,Mid-High,2025-05,2025-12,1,0,Mid-Inactive,1,1,0,0.5042735042735043,3
23,Other,17,9,0,Organic,high,Credit Card,iOS,21,449.43,24.03220338983051,0.1440677966101695,162.73000000000002,20.66888888888889,2.5877777777777773,12.96,0.073766292902271,0.0762711864406779,0,Q4,Mid-Low,2023-08,2025-12,0,0,Mid-Recent,1,0,1,0.7847222222222223,1
67,Male,3,17,0,Ads,medium,Cash,Web,3,108.77,26.61142857142857,0.2,43.25,13.4375,2.625,1.1199999999999992,0.0252422808203741,0.1142857142857142,1,Q2,Mid-High,2024-04,2025-11,0,0,Mid-Inactive,0,0,0,0.22863247863247863,4
53,Male,0,0,0,Referral,low,Debit Card,Web,8,94.77,24.539473684210527,0.0526315789473684,22.54,12.38,1.11,0.08,0.0035366931918656,0.0526315789473684,0,Q2,Low,2024-10,2025-12,0,0,Recent,0,0,1,0.5122863247863247,2
41,Other,7,5,0,Partnership,high,Debit Card,iOS,8,228.34,24.485714285714288,0.1607142857142857,56.52,10.241428571428573,2.1671428571428573,2.7300000000000004,0.0460759493670886,0.125,1,Q4,High,2023-09,2025-11,0,0,Recent,1,0,1,0.32532051282051283,1
41,Male,0,16,0,Ads,medium,Debit Card,Web,4,67.53999999999999,26.37857142857143,0.2142857142857142,72.91,14.553333333333333,2.401666666666667,0.0,0.0,0.2142857142857142,1,Q1,High,2024-10,2025-12,0,0,Mid-Inactive,0,0,0,0.38621794871794873,4
40,Other,2,6,0,Ads,high,Debit Card,iOS,5,64.34,25.41428571428572,0.238095238095238,55.05,23.666666666666668,5.316666666666666,7.59,0.1211685823754789,0.1428571428571428,1,Q1,High,2025-01,2025-12,0,0,Recent,0,0,1,0.1965811965811966,4
44,Male,0,72,1,Organic,medium,Cash,Web,8,148.66,27.84081632653061,0.1632653061224489,37.38,12.28,-0.1800000000000009,0.3899999999999997,0.0103256552819698,0.0612244897959183,0,Q3,Mid-Low,2025-11,2025-12,1,1,Inactive,0,0,0,0.2329059829059829,0
35,Male,0,6,0,Partnership,medium,Credit Card,Android,2,101.0,20.313333333333333,0.2,23.71,11.533333333333331,3.63,5.82,0.1970877074161869,0.1,1,Q2,Mid-High,2025-04,2025-11,0,0,Recent,0,0,1,0.31837606837606836,4
30,Female,4,7,0,Organic,medium,Debit Card,iOS,4,137.37,24.07619047619048,0.0952380952380952,10.43,5.3133333333333335,1.836666666666667,2.1499999999999995,0.170906200317965,0.0714285714285714,0,Q3,Mid-Low,2024-04,2025-12,0,0,Recent,0,0,1,0.5571581196581197,2
60,Male,6,6,0,Organic,high,Digital Wallet,iOS,10,376.85,26.19,0.1555555555555555,64.44,13.758571428571427,4.552857142857143,8.83,0.1205131704654019,0.0777777777777777,0,Q4,Mid-Low,2024-07,2025-12,0,0,Recent,1,0,1,0.5470085470085471,1
40,Other,0,2,0,Organic,medium,Credit Card,iOS,5,156.79,22.21636363636364,0.2181818181818181,114.37,15.066666666666666,2.3588888888888886,2.8500000000000014,0.0243132571233578,0.1636363636363636,1,Q3,High,2025-07,2025-12,0,0,Recent,0,0,1,0.5085470085470085,4
29,Other,4,2,0,Referral,medium,Credit Card,Web,5,132.58,23.425531914893615,0.1063829787234042,67.53,17.439999999999998,0.5575000000000003,0.4699999999999988,0.0069117647058823,0.0851063829787234,0,Q3,Mid-Low,2023-08,2025-12,0,0,Recent,0,0,1,0.37713675213675213,2
40,Other,1,12,0,Partnership,low,Credit Card,Android,5,130.8,27.808695652173917,0.1521739130434782,49.74,12.472,2.524,4.149999999999999,0.0770087214696604,0.108695652173913,1,Q3,Mid-High,2025-09,2025-12,0,0,Mid-Recent,0,0,1,0.2617521367521367,4
30,Female,2,21,1,Partnership,medium,Credit Card,Web,5,72.81,23.478571428571428,0.0357142857142857,12.72,21.0,8.28,0.0799999999999983,0.0062499999999998,0.0357142857142857,0,Q1,Low,2023-04,2025-11,1,0,Mid-Inactive,0,0,0,0.21955128205128205,2
61,Other,4,3,0,Organic,medium,Cash,iOS,4,82.23,26.529411764705884,0.2352941176470588,27.72,13.083333333333334,3.8433333333333337,4.91,0.1504750229849831,0.088235294117647,1,Q1,Mid-High,2024-09,2025-10,0,0,Recent,0,0,1,0.30769230769230765,4
57,Female,7,18,0,Organic,medium,Digital Wallet,Web,4,121.32,24.26904761904762,0.1428571428571428,51.5,17.57,4.695,8.29,0.1386519484863689,0.0952380952380952,1,Q2,Mid-High,2025-06,2025-12,0,0,Mid-Inactive,0,0,0,0.4738247863247863,4
38,Female,2,17,0,Ads,low,Debit Card,Android,4,86.39,24.363636363636363,0.2424242424242424,81.35,17.543333333333333,3.985,4.59,0.0534093553642075,0.1818181818181818,1,Q1,High,2024-01,2025-12,0,0,Mid-Inactive,0,0,0,0.3520299145299145,4
61,Other,0,8,0,Organic,low,Cash,Web,3,104.01,27.02439024390244,0.2195121951219512,73.38,16.29,4.06,4.72,0.0604353393085787,0.1463414634146341,1,Q2,High,2023-03,2025-12,0,0,Mid-Recent,0,0,1,0.33066239316239315,4
37,Female,6,7,0,Partnership,high,Digital Wallet,Android,5,165.18,23.029545454545453,0.2272727272727272,134.38,19.25,2.452500000000001,0.0,0.0,0.1818181818181818,1,Q3,High,2023-09,2025-12,0,0,Recent,0,0,1,0.3295940170940171,4
46,Other,5,35,0,Partnership,low,Debit Card,Web,5,117.22,25.51875,0.1458333333333333,40.84,12.3575,2.1474999999999995,2.05,0.0477966892049428,0.0833333333333333,0,Q2,Mid-Low,2023-02,2025-12,1,1,Inactive,0,0,0,0.3327991452991453,0
36,Other,7,36,0,Referral,high,Debit Card,Web,7,269.98,22.611666666666668,0.15,39.09,10.806,2.988,0.0,0.0,0.0833333333333333,0,Q4,Mid-Low,2023-06,2025-12,1,1,Inactive,1,1,0,0.3979700854700855,3
32,Male,3,58,0,Referral,medium,Credit Card,iOS,9,154.88,24.53448275862069,0.0689655172413793,8.29,14.0,5.710000000000001,3.16,0.2759825327510917,0.0172413793103448,0,Q3,Low,2024-03,2025-12,1,1,Inactive,0,0,0,0.6810897435897436,0
57,Male,3,30,1,Partnership,low,Debit Card,Web,5,75.19,25.56451612903226,0.1935483870967742,28.75,14.176666666666668,4.593333333333333,4.949999999999999,0.1468842729970326,0.0967741935483871,1,Q1,Mid-High,2025-07,2025-12,1,1,Inactive,0,0,0,0.45459401709401703,0
49,Female,2,49,0,Ads,low,Credit Card,iOS,3,150.86,25.23076923076923,0.173076923076923,76.36,13.558571428571428,2.65,1.84,0.0235294117647058,0.1346153846153846,1,Q3,High,2024-08,2025-12,1,1,Inactive,0,0,0,0.34294871794871795,0
32,Male,5,2,1,Referral,low,Debit Card,iOS,5,100.43,25.097368421052632,0.2105263157894736,33.989999999999995,12.473333333333334,1.143333333333333,3.84,0.1015067406819984,0.0789473684210526,0,Q2,Mid-Low,2023-10,2025-11,0,0,Recent,0,0,1,0.5122863247863247,2
26,Female,3,13,0,Partnership,low,Cash,Web,8,85.53,24.164102564102564,0.1025641025641025,36.7,16.593333333333334,4.36,3.01,0.0757995467136741,0.0769230769230769,0,Q1,Mid-Low,2023-09,2025-11,0,0,Mid-Recent,0,0,1,0.530448717948718,2
28,Other,4,30,1,Partnership,low,Digital Wallet,iOS,5,119.03,24.38636363636364,0.1590909090909091,27.6,15.5,1.7000000000000002,4.4,0.1375,0.0454545454545454,0,Q2,Low,2025-03,2025-12,1,1,Inactive,0,0,0,0.3157051282051282,0
67,Other,0,17,1,Ads,medium,Digital Wallet,Android,4,128.89,23.941463414634143,0.0975609756097561,68.28,18.695,1.625,1.67,0.0238741958541815,0.0975609756097561,1,Q3,Mid-High,2024-01,2025-11,0,0,Mid-Inactive,0,0,0,0.45566239316239315,4
63,Female,2,2,0,Organic,high,Digital Wallet,Android,5,152.78,25.922500000000003,0.15,49.620000000000005,12.704,2.78,0.0,0.0,0.125,1,Q3,High,2024-03,2025-12,0,0,Recent,0,0,1,0.43055555555555547,4
23,Male,0,26,0,Ads,medium,Cash,Web,6,66.6,24.558333333333334,0.125,37.09,16.413333333333334,4.05,0.0,0.0,0.125,1,Q1,High,2025-03,2025-12,1,0,Mid-Inactive,0,0,0,0.39690170940170943,4
63,Male,5,1,1,Partnership,medium,Cash,Android,3,171.33,25.308000000000003,0.14,54.25,12.292,1.4420000000000002,4.66,0.0791037175352232,0.1,1,Q4,Mid-High,2024-12,2025-12,0,0,Recent,1,0,1,0.3899572649572649,1
47,Female,2,64,1,Ads,medium,Cash,Android,1,46.61,25.866666666666667,0.1666666666666666,11.25,22.0,10.75,2.710000000000001,0.1941260744985674,0.0555555555555555,0,Q1,Low,2023-09,2025-11,1,1,Inactive,0,0,0,0.3573717948717949,0
62,Male,1,1,0,Partnership,medium,Credit Card,Android,4,54.16,28.957894736842107,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0,Q1,Low,2023-12,2025-12,0,0,Recent,0,0,1,0.34081196581196577,2
66,Female,1,14,0,Ads,medium,Cash,iOS,6,140.5,26.79038461538461,0.1923076923076923,52.71,18.4925,5.315,6.470000000000001,0.1093274754984792,0.0769230769230769,0,Q3,Mid-Low,2023-02,2025-12,0,0,Mid-Recent,0,0,1,0.530448717948718,2
45,Female,0,2,0,Partnership,medium,Digital Wallet,Web,8,107.09,26.03333333333333,0.2051282051282051,45.33,14.445,3.1125,1.7300000000000002,0.036761580960476,0.1025641025641025,1,Q2,Mid-High,2023-08,2025-12,0,0,Recent,0,0,1,0.41239316239316237,4
64,Male,6,10,0,Ads,low,Credit Card,Android,8,122.87,22.495348837209303,0.2558139534883721,104.06,15.37875,2.37125,13.51,0.1149102662243769,0.1860465116279069,1,Q3,High,2025-02,2025-12,0,0,Mid-Recent,0,0,1,0.34615384615384615,4
54,Other,2,72,1,Referral,medium,Cash,iOS,9,113.13,25.94375,0.1666666666666666,36.49,17.5,-0.7449999999999992,2.09,0.0541731467081389,0.0416666666666666,0,Q2,Low,2024-11,2025-12,1,1,Inactive,0,0,0,0.2911324786324786,0
29,Male,0,17,0,Partnership,low,Digital Wallet,iOS,3,118.16,27.18,0.1,49.8,15.4375,2.9875,0.0,0.0,0.1,1,Q2,Mid-High,2024-11,2025-11,0,0,Mid-Inactive,0,0,0,0.35416666666666663,4
38,Female,3,26,0,Organic,low,Cash,Android,3,104.34,24.397368421052636,0.1578947368421052,9.18,11.75,2.5700000000000003,0.0,0.0,0.0263157894736842,0,Q2,Low,2025-01,2025-12,1,0,Mid-Inactive,0,0,0,0.5192307692307692,0
48,Male,0,7,1,Organic,high,Debit Card,Web,8,268.56,25.67391304347826,0.1739130434782608,110.4,13.97,1.7033333333333334,2.1,0.0186666666666666,0.1304347826086956,1,Q4,High,2023-04,2025-11,0,0,Recent,1,0,1,0.5267094017094017,1
67,Other,4,21,0,Referral,high,Debit Card,iOS,5,238.62,24.486206896551725,0.1551724137931034,82.99000000000001,14.295714285714284,2.44,5.710000000000001,0.0643742953776775,0.1206896551724138,1,Q4,High,2025-02,2025-12,1,0,Mid-Inactive,1,1,0,0.5213675213675213,3
57,Male,1,1,1,Ads,high,Cash,Web,3,72.54,26.889473684210525,0.1578947368421052,2.92,3.18,0.2600000000000002,3.630000000000001,0.5541984732824428,0.0526315789473684,0,Q1,Low,2024-05,2025-11,0,0,Recent,0,0,1,0.24358974358974356,2
54,Male,5,16,0,Organic,high,Digital Wallet,iOS,7,204.32,24.52173913043478,0.2391304347826087,51.02,12.168,1.9639999999999995,5.550000000000001,0.0981085380943963,0.108695652173913,1,Q4,Mid-High,2025-02,2025-12,0,0,Mid-Inactive,1,0,0,0.2825854700854701,1
56,Other,4,38,1,Ads,medium,Digital Wallet,iOS,0,75.69,23.97083333333333,0.25,27.04,13.5,-0.02,5.61,0.1718223583460949,0.0833333333333333,0,Q1,Mid-Low,2023-11,2025-12,1,1,Inactive,0,0,0,0.4732905982905983,0
19,Female,4,11,1,Partnership,medium,Debit Card,iOS,9,96.09,23.635135135135137,0.2162162162162162,106.69,22.248,0.9099999999999996,5.169999999999999,0.0462184873949579,0.1351351351351351,1,Q2,High,2023-12,2025-12,0,0,Mid-Recent,0,0,1,0.45245726495726496,4
62,Other,8,3,0,Referral,medium,Digital Wallet,Web,8,114.85,22.16590909090909,0.1818181818181818,39.52,12.2325,2.3525,0.1600000000000001,0.0040322580645161,0.0909090909090909,1,Q2,Mid-High,2023-12,2025-12,0,0,Recent,0,0,1,0.4268162393162393,4
25,Other,5,40,0,Organic,medium,Cash,Web,8,66.81,23.232142857142858,0.1428571428571428,42.54,16.676666666666666,2.496666666666666,0.73,0.0168708111855789,0.1071428571428571,1,Q1,Mid-High,2024-11,2025-11,1,1,Inactive,0,0,0,0.21260683760683763,0
22,Other,0,44,1,Referral,medium,Cash,Android,3,50.18,25.95714285714286,0.1904761904761904,13.54,12.495,5.725,5.879999999999999,0.3027806385169928,0.0952380952380952,1,Q1,Mid-High,2025-05,2025-12,1,1,Inactive,0,0,0,0.37713675213675213,0
45,Female,7,17,1,Ads,high,Cash,iOS,6,174.53,23.92,0.1555555555555555,48.83,17.613999999999997,7.848000000000001,2.9899999999999984,0.0576997298340408,0.1111111111111111,1,Q4,Mid-High,2025-03,2025-12,0,0,Mid-Inactive,1,0,0,0.31997863247863245,1
